,drug_a_name,drug_b_name,cell_line,synergy,fold,DepMap_ID,stripped_cell_line_name,drugA_canonical_smi,drugB_canonical_smi,synergy_clean,label_0,label_1
15237,MK-5108,ERLOTINIB,UWB1289,36.5655416641,1,ACH-001418,UWB1289,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,36.5655416641,2,4
15238,MK-5108,ERLOTINIB,VCAP,25.8750949241,1,ACH-000115,VCAP,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,25.8750949241,2,3
15239,MK-5108,ERLOTINIB,ZR751,28.6856744185,1,ACH-000097,ZR751,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,28.6856744185,2,3
15240,MK-5108,GELDANAMYCIN,A2058,-11.074795953,1,ACH-000788,A2058,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-11.074795953,0,1
15241,MK-5108,GELDANAMYCIN,A2780,3.5530476266,1,ACH-000657,A2780,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,3.5530476266,1,2
15242,MK-5108,GELDANAMYCIN,A375,-4.3408131065,1,ACH-000219,A375,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-4.3408131065,1,2
15243,MK-5108,GELDANAMYCIN,A427,18.4675788639,1,ACH-000757,A427,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,18.4675788639,2,3
15244,MK-5108,GELDANAMYCIN,CAOV3,-15.4570226869,1,ACH-000713,CAOV3,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-15.4570226869,0,1
15246,MK-5108,GELDANAMYCIN,DLD1,3.97640932,1,ACH-001061,DLD1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,3.97640932,1,2
15248,MK-5108,GELDANAMYCIN,ES2,-0.2275490944,1,ACH-000906,ES2,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-0.2275490944,1,2
15249,MK-5108,GELDANAMYCIN,HCT116,4.8164993084,1,ACH-000971,HCT116,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,4.8164993084,1,2
15250,MK-5108,GELDANAMYCIN,HT144,-1.3823519971,1,ACH-000322,HT144,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-1.3823519971,1,2
15251,MK-5108,GELDANAMYCIN,HT29,-4.8320476135,1,ACH-000552,HT29,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-4.8320476135,1,2
15252,MK-5108,GELDANAMYCIN,KPL1,5.693635878,1,ACH-000028,KPL1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,5.693635878,1,2
15254,MK-5108,GELDANAMYCIN,LOVO,-8.0318201984,1,ACH-000950,LOVO,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-8.0318201984,1,2
15255,MK-5108,GELDANAMYCIN,MDAMB436,12.3567728992,1,ACH-000573,MDAMB436,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,12.3567728992,2,3
15257,MK-5108,GELDANAMYCIN,NCIH1650,2.2787564448,1,ACH-000035,NCIH1650,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,2.2787564448,1,2
15258,MK-5108,GELDANAMYCIN,NCIH2122,-16.1718539747,1,ACH-000311,NCIH2122,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-16.1718539747,0,1
15259,MK-5108,GELDANAMYCIN,NCIH23,2.1668750184,1,ACH-000900,NCIH23,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,2.1668750184,1,2
15260,MK-5108,GELDANAMYCIN,NCIH460,5.2017631314,1,ACH-000463,NCIH460,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,5.2017631314,1,2
15261,MK-5108,GELDANAMYCIN,NCIH520,-2.7621370191,1,ACH-000395,NCIH520,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-2.7621370191,1,2
15263,MK-5108,GELDANAMYCIN,OV90,-3.2132522972,1,ACH-000291,OV90,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-3.2132522972,1,2
15265,MK-5108,GELDANAMYCIN,PA1,-8.5811111577,1,ACH-001374,PA1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-8.5811111577,1,2
15266,MK-5108,GELDANAMYCIN,RKO,20.349573018,1,ACH-000943,RKO,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,20.349573018,2,3
15267,MK-5108,GELDANAMYCIN,RPMI7951,-4.1650048104,1,ACH-000348,RPMI7951,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-4.1650048104,1,2
15268,MK-5108,GELDANAMYCIN,SKMEL30,7.3331621057,1,ACH-000810,SKMEL30,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,7.3331621057,1,2
15269,MK-5108,GELDANAMYCIN,SKMES1,0.8107452572,1,ACH-000665,SKMES1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,0.8107452572,1,2
15270,MK-5108,GELDANAMYCIN,SKOV3,3.4451507573,1,ACH-000811,SKOV3,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,3.4451507573,1,2
15271,MK-5108,GELDANAMYCIN,SW620,-0.8576635619,1,ACH-000651,SW620,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-0.8576635619,1,2
15272,MK-5108,GELDANAMYCIN,SW837,8.3140725142,1,ACH-000421,SW837,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,8.3140725142,1,2
15273,MK-5108,GELDANAMYCIN,T47D,44.7814331695,1,ACH-000147,T47D,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,44.7814331695,2,4
15274,MK-5108,GELDANAMYCIN,UACC62,11.680931448,1,ACH-000425,UACC62,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,11.680931448,2,3
15276,MK-5108,GELDANAMYCIN,UWB1289,2.9187356092,1,ACH-001418,UWB1289,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,2.9187356092,1,2
15277,MK-5108,GELDANAMYCIN,VCAP,-5.8801155636,1,ACH-000115,VCAP,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-5.8801155636,1,2
15278,MK-5108,GELDANAMYCIN,ZR751,-23.1192878657,1,ACH-000097,ZR751,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,-23.1192878657,0,1
15279,MK-5108,MK-2206,A2058,2.1837131891,3,ACH-000788,A2058,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,2.1837131891,1,2
15280,MK-5108,MK-2206,A2780,22.8728817292,3,ACH-000657,A2780,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,22.8728817292,2,3
15281,MK-5108,MK-2206,A375,8.4740344791,3,ACH-000219,A375,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,8.4740344791,1,2
15282,MK-5108,MK-2206,A427,9.2716838275,3,ACH-000757,A427,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,9.2716838275,1,2
15283,MK-5108,MK-2206,CAOV3,39.8693155754,3,ACH-000713,CAOV3,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,39.8693155754,2,4
15285,MK-5108,MK-2206,DLD1,7.1065561514,3,ACH-001061,DLD1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,7.1065561514,1,2
15287,MK-5108,MK-2206,ES2,4.1233251492,3,ACH-000906,ES2,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,4.1233251492,1,2
15288,MK-5108,MK-2206,HCT116,19.872203839,3,ACH-000971,HCT116,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,19.872203839,2,3
15289,MK-5108,MK-2206,HT144,9.2935359497,3,ACH-000322,HT144,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,9.2935359497,1,2
15290,MK-5108,MK-2206,HT29,13.8840794739,3,ACH-000552,HT29,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,13.8840794739,2,3
15291,MK-5108,MK-2206,KPL1,38.0653465002,3,ACH-000028,KPL1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,38.0653465002,2,4
15293,MK-5108,MK-2206,LOVO,16.5020831345,3,ACH-000950,LOVO,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,16.5020831345,2,3
15294,MK-5108,MK-2206,MDAMB436,8.3489352993,3,ACH-000573,MDAMB436,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,8.3489352993,1,2
15296,MK-5108,MK-2206,NCIH1650,3.0832716136,3,ACH-000035,NCIH1650,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,3.0832716136,1,2
15297,MK-5108,MK-2206,NCIH2122,5.2153811664,3,ACH-000311,NCIH2122,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,5.2153811664,1,2
15298,MK-5108,MK-2206,NCIH23,13.7172872062,3,ACH-000900,NCIH23,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,13.7172872062,2,3
15299,MK-5108,MK-2206,NCIH460,5.4744883625,3,ACH-000463,NCIH460,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,5.4744883625,1,2
15300,MK-5108,MK-2206,NCIH520,14.2668607092,3,ACH-000395,NCIH520,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,14.2668607092,2,3
15302,MK-5108,MK-2206,OV90,8.1943747713,3,ACH-000291,OV90,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,8.1943747713,1,2
15304,MK-5108,MK-2206,PA1,31.53017113,3,ACH-001374,PA1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,31.53017113,2,4
15305,MK-5108,MK-2206,RKO,4.5408342684,3,ACH-000943,RKO,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,4.5408342684,1,2
15306,MK-5108,MK-2206,RPMI7951,7.5533076105,3,ACH-000348,RPMI7951,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,7.5533076105,1,2
15307,MK-5108,MK-2206,SKMEL30,4.793542457,3,ACH-000810,SKMEL30,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,4.793542457,1,2
15308,MK-5108,MK-2206,SKMES1,17.4513210055,3,ACH-000665,SKMES1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,17.4513210055,2,3
15309,MK-5108,MK-2206,SKOV3,20.038641143,3,ACH-000811,SKOV3,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,20.038641143,2,3
15310,MK-5108,MK-2206,SW620,9.8210767966,3,ACH-000651,SW620,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,9.8210767966,1,2
15311,MK-5108,MK-2206,SW837,-2.2480451233,3,ACH-000421,SW837,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,-2.2480451233,1,2
15312,MK-5108,MK-2206,T47D,-10.816300737,3,ACH-000147,T47D,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,-10.816300737,0,1
15313,MK-5108,MK-2206,UACC62,14.8507331915,3,ACH-000425,UACC62,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,14.8507331915,2,3
15315,MK-5108,MK-2206,UWB1289,17.4845503385,3,ACH-001418,UWB1289,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,17.4845503385,2,3
15316,MK-5108,MK-2206,VCAP,13.1406987984,3,ACH-000115,VCAP,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,13.1406987984,2,3
15317,MK-5108,MK-2206,ZR751,21.8990747963,3,ACH-000097,ZR751,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,21.8990747963,2,3
15318,MK-5108,MK-4827,A2058,29.7188981207,3,ACH-000788,A2058,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,29.7188981207,2,3
15319,MK-5108,MK-4827,A2780,16.5176260481,3,ACH-000657,A2780,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,16.5176260481,2,3
15320,MK-5108,MK-4827,A375,18.9555489431,3,ACH-000219,A375,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,18.9555489431,2,3
15321,MK-5108,MK-4827,A427,19.677904581,3,ACH-000757,A427,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,19.677904581,2,3
15322,MK-5108,MK-4827,CAOV3,-16.4423010238,3,ACH-000713,CAOV3,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,-16.4423010238,0,1
15324,MK-5108,MK-4827,DLD1,3.5999031594,3,ACH-001061,DLD1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,3.5999031594,1,2
15326,MK-5108,MK-4827,ES2,10.4105315999,3,ACH-000906,ES2,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,10.4105315999,2,3
15327,MK-5108,MK-4827,HCT116,12.6768685897,3,ACH-000971,HCT116,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,12.6768685897,2,3
15328,MK-5108,MK-4827,HT144,-3.9928755323,3,ACH-000322,HT144,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,-3.9928755323,1,2
15329,MK-5108,MK-4827,HT29,20.0138584834,3,ACH-000552,HT29,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,20.0138584834,2,3
15330,MK-5108,MK-4827,KPL1,-0.0891560961,3,ACH-000028,KPL1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,-0.0891560961,1,2
15332,MK-5108,MK-4827,LOVO,0.1114989778,3,ACH-000950,LOVO,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,0.1114989778,1,2
15333,MK-5108,MK-4827,MDAMB436,20.2714887469,3,ACH-000573,MDAMB436,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,20.2714887469,2,3
15335,MK-5108,MK-4827,NCIH1650,7.8430222157,3,ACH-000035,NCIH1650,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,7.8430222157,1,2
15336,MK-5108,MK-4827,NCIH2122,26.3588346926,3,ACH-000311,NCIH2122,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,26.3588346926,2,3
15337,MK-5108,MK-4827,NCIH23,17.3490237632,3,ACH-000900,NCIH23,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,17.3490237632,2,3
